provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
02862GCF_000899275.1_ViralProj175665_Genomic.fna,1,0.4067041922204486,147,284,171,2576,2265,3706,3356
02863GCF_000899315.1_ViralProj176618_Genomic.fna,1,0.45807238714924764,192,277,196,3173,2459,3934,2729
02864GCF_000899335.1_ViralProj177521_Genomic.fna,1,0.5110551790900291,500,2134,1099,27364,25428,26797,23711
02865GCF_000899355.1_ViralProj177525_Genomic.fna,1,0.4061462814996927,3071,1770,3107,24255,25305,35422,37043
02866GCF_000899375.1_ViralProj177529_Genomic.fna,1,0.5412288208112271,236,705,236,10033,5779,4723,8680
02867GCF_000899395.1_ViralProj177533_Genomic.fna,1,0.5417594082799713,246,701,241,9993,5828,4767,8615
02868GCF_000899415.1_ViralProj177537_Genomic.fna,1,0.5436641793587516,250,726,207,10101,5855,4715,8678
02869GCF_000899435.1_ViralProj177541_Genomic.fna,1,0.42049606838048265,952,1543,1695,15819,16748,22365,22517
02870GCF_000899475.1_ViralProj177550_Genomic.fna,1,0.3814487896442652,2817,2723,4267,31928,26801,51961,43273
02871GCF_000899495.1_ViralProj177902_Genomic.fna,1,0.3851903842779435,325,616,625,6064,4912,7755,9764
02872GCF_000899515.1_ViralProj178458_Genomic.fna,1,0.3830052675353479,107,148,164,1538,1225,2310,2141
02873GCF_000899535.1_ViralProj178563_Genomic.fna,1,0.4002611818478616,88,145,94,1348,1104,1862,1812
02874GCF_000899555.1_ViralProj178591_Genomic.fna,1,0.3686404139120437,109,219,140,1552,1013,2386,2007
02875GCF_000899575.1_ViralProj179407_Genomic.fna,1,0.6696232769423559,90,566,39,16654,17545,8677,8196
02876GCF_000899595.1_ViralProj179411_Genomic.fna,1,0.4422334151051725,642,1673,1379,16470,17421,21422,21323
02877GCF_000899615.1_ViralProj179415_Genomic.fna,1,0.35238738119843965,2139,3088,5002,27760,31230,53599,54812
02878GCF_000899635.1_ViralProj179419_Genomic.fna,1,0.6217322508402656,1248,4028,855,86003,88064,53687,52217
02879GCF_000899655.1_ViralProj179423_Genomic.fna,1,0.6607365237502224,861,2580,365,70424,74422,37393,36980
02880GCF_000899675.1_ViralMultiSegProj167734_Genomic.fna,2,0.4527687296416938,24,44,43,652,738,924,756
02881GCF_000899695.1_ViralProj167866_Genomic.fna,1,0.38524590163934425,124,170,156,1510,1310,2323,2177
02882GCF_000899715.1_ViralMultiSegProj167870_Genomic.fna,2,0.504008595751715,140,215,112,3401,2697,3561,2440
02883GCF_000899735.1_ViralProj168668_Genomic.fna,1,0.4386991427405089,95,129,136,1740,1484,2155,1970
02884GCF_000899755.1_ViralProj169231_Genomic.fna,1,0.34497913769123784,218,267,624,2940,3261,5551,6223
02885GCF_000899775.1_ViralProj169555_Genomic.fna,1,0.45719489981785066,24,53,52,640,615,670,820
02886GCF_000899795.1_ViralProj170172_Genomic.fna,1,0.501501109515729,85,113,70,2009,1833,2283,1536
02887GCF_000899815.1_ViralProj171010_Genomic.fna,1,0.4887647128759957,101,221,80,2387,1724,2228,2072
02888GCF_000899835.1_ViralProj171957_Genomic.fna,1,0.47652322541725317,257,846,589,9791,9167,10858,9968
02889GCF_000899855.1_ViralProj171973_Genomic.fna,1,0.43920226224140496,259,664,660,7204,7551,9913,8927
02890GCF_000899875.1_ViralProj171977_Genomic.fna,1,0.48738725899383106,290,1010,699,12509,11430,13230,11948
02891GCF_000899895.1_ViralProj171981_Genomic.fna,1,0.34726843035128374,825,903,1354,8543,6592,16076,12372
02892GCF_000899915.1_ViralProj172457_Genomic.fna,1,0.4054936896807721,131,335,247,2982,2480,4335,3673
02893GCF_000899935.1_ViralProj172461_Genomic.fna,1,0.37781767404747657,50,98,118,972,922,1821,1298
02894GCF_000899955.1_ViralProj173049_Genomic.fna,1,0.37534626038781166,58,79,98,963,934,1836,1321
02895GCF_000899975.1_ViralProj173213_Genomic.fna,1,0.4090909090909091,28,52,59,609,525,807,831
02896GCF_000899995.1_ViralMultiSegProj173354_Genomic.fna,2,0.4118155619596542,103,248,159,1958,2329,2839,3284
02897GCF_000900015.1_ViralMultiSegProj173358_Genomic.fna,3,0.36098044070314433,171,258,270,2301,2073,4260,3483
02898GCF_000900035.1_ViralProj173863_Genomic.fna,1,0.3335324652259205,1356,2255,3512,20449,20866,41224,41332
02899GCF_000900055.1_ViralProj174774_Genomic.fna,1,0.38401629523124853,148,170,172,1713,1492,2638,2503
02900GCF_000900075.1_ViralProj174778_Genomic.fna,1,0.5285764998225062,26,33,24,803,686,571,757
02901GCF_000900095.2_ViralProj174782_Genomic.fna,1,0.4958946288060212,34,103,55,1437,1462,1563,1384
02902GCF_000900115.1_ViralProj175589_Genomic.fna,1,0.3767841354048251,101,154,206,1471,1512,2935,1999
02903GCF_000900135.1_ViralProj176429_Genomic.fna,1,0.5591460739874251,41,122,43,1802,2022,1542,1473
02904GCF_000900175.1_ViralMultiSegProj176616_Genomic.fna,2,0.43784715571729554,58,113,93,1213,1073,1376,1559
02905GCF_000900195.1_ViralProj177519_Genomic.fna,1,0.3875153184339191,2990,2233,4423,28158,33188,44222,52738
02906GCF_000900215.1_ViralProj177523_Genomic.fna,1,0.7269295190492648,60,266,21,12143,15199,5699,4572
02907GCF_000900235.1_ViralProj177527_Genomic.fna,1,0.42731580228180427,1038,1289,1603,14828,15023,20357,19649
02908GCF_000900255.1_ViralProj177531_Genomic.fna,1,0.5413510954828239,264,712,238,10152,5859,4785,8780
02909GCF_000900275.1_ViralProj177535_Genomic.fna,1,0.5383129426915647,252,700,232,9980,5904,4840,8783
02910GCF_000900295.1_ViralProj177539_Genomic.fna,1,0.5400040647652599,263,701,239,10073,5869,4854,8726
02911GCF_000900315.1_ViralProj177543_Genomic.fna,1,0.5023072501847442,259,1386,822,16674,13914,15351,14956
02912GCF_000900335.1_ViralProj177548_Genomic.fna,1,0.5147194516455029,375,890,410,11828,11601,11126,10963
02913GCF_000900355.1_ViralProj177773_Genomic.fna,1,0.4552129221732746,17,22,29,291,329,396,346
02914GCF_000900375.1_ViralProj177933_Genomic.fna,1,0.4676178724571083,1741,4031,2692,49832,49079,55603,57007
02915GCF_000900395.1_ViralProj178460_Genomic.fna,1,0.40641133389362466,76,236,109,1950,1435,2392,2552
02916GCF_000900415.1_ViralProj178589_Genomic.fna,1,0.4349563571353455,73,282,112,2246,1890,2849,2524
02917GCF_000900435.1_ViralProj178634_Genomic.fna,1,0.4583333333333333,24,67,43,684,592,696,812
02918GCF_000900455.1_ViralProj179409_Genomic.fna,1,0.46298962452262665,1152,2893,2094,32747,35750,39718,39730
02919GCF_000900475.1_ViralProj179413_Genomic.fna,1,0.4528534845436254,555,1043,869,10966,8840,12380,11550
02920GCF_000900495.1_ViralProj179417_Genomic.fna,1,0.2997537567874732,645,641,1260,5881,3614,12518,9663
02921GCF_000900515.1_ViralProj179414_Genomic.fna,1,0.435146988579617,498,1033,1017,10712,9330,13685,12331
02922GCF_000900535.1_ViralProj179418_Genomic.fna,1,0.6615317574740511,863,2556,378,69118,73583,36957,36055
02923GCF_000900555.1_ViralProj179422_Genomic.fna,1,0.6610540713292777,883,2724,355,71805,76088,38450,37380
02924GCF_000900575.1_ViralProj179426_Genomic.fna,1,0.5477472502186018,346,544,558,11612,12192,9625,10029
02925GCF_000900595.1_ViralProj179430_Genomic.fna,1,0.4827561310197107,761,596,891,9923,10136,11095,10397
02926GCF_000900615.1_ViralProj181063_Genomic.fna,1,0.4819441069258809,350,784,567,10118,9714,10422,10896
02927GCF_000900635.1_ViralProj181067_Genomic.fna,1,0.556226141798814,329,1024,357,18397,18468,14586,14826
02928GCF_000900655.1_ViralProj181071_Genomic.fna,1,0.3687649159628307,790,1239,1719,10929,10858,19104,18190
02929GCF_000900675.1_ViralProj181075_Genomic.fna,1,0.5029657166460141,253,1396,798,16582,13860,15241,14842
02930GCF_000900695.1_ViralProj181079_Genomic.fna,1,0.5399241250813748,211,984,429,12618,11434,10768,9727
02931GCF_000900715.1_ViralProj181083_Genomic.fna,1,0.4500668904170676,410,877,924,10030,9146,12757,10674
02932GCF_000900735.1_ViralProj181212_Genomic.fna,1,0.3949411827707467,1838,3742,4547,34216,32159,51467,50221
02933GCF_000900755.1_ViralProj181216_Genomic.fna,1,0.5020534516561759,323,1079,619,12893,11434,12345,11783
02934GCF_000900775.1_ViralProj181220_Genomic.fna,1,0.3804413848957279,1370,1081,2482,14958,20743,24179,33961
02935GCF_000900795.1_ViralProj181224_Genomic.fna,1,0.3970782103365708,2384,1870,2942,22800,21477,35194,32036
02936GCF_000900815.1_ViralProj181228_Genomic.fna,1,0.5165531661310269,2320,5284,1968,74406,75553,69393,70955
02937GCF_000900835.1_ViralProj181232_Genomic.fna,1,0.3539918175100479,2156,3082,4959,27667,31256,53253,54277
02938GCF_000900855.1_ViralProj181236_Genomic.fna,1,0.44685840315363845,1218,3363,2160,34655,35853,42855,44423
02939GCF_000900875.1_ViralProj181240_Genomic.fna,1,0.3341528735127541,595,727,1476,6295,8927,13339,16993
02940GCF_000900895.1_ViralProj181244_Genomic.fna,1,0.4966216216216216,13,28,19,426,309,344,401
02941GCF_000900915.1_ViralProj181248_Genomic.fna,1,0.36995515695067266,14,29,39,262,233,434,409
02942GCF_000900935.1_ViralProj181984_Genomic.fna,1,0.4961356533491004,278,980,648,12345,11150,12438,11423
02943GCF_000900955.1_ViralProj181988_Genomic.fna,1,0.4973761852210536,402,953,669,11938,10146,11842,10475
02944GCF_000900975.1_ViralProj181992_Genomic.fna,1,0.4767371234207969,711,866,839,12013,11534,12775,13070
02945GCF_000900995.1_ViralProj181996_Genomic.fna,1,0.46004459760794647,368,1061,513,12635,10059,15219,11417
02946GCF_000901015.1_ViralProj183139_Genomic.fna,1,0.4991279998034929,212,745,558,10415,9905,10600,9791
02947GCF_000901035.1_ViralProj183143_Genomic.fna,1,0.49654458330323387,202,807,571,10521,10100,10663,10245
02948GCF_000901055.1_ViralProj183147_Genomic.fna,1,0.5143320713899405,212,880,559,11870,10954,11106,10446
02949GCF_000901075.1_ViralProj183151_Genomic.fna,1,0.44214731694537834,477,1050,965,10852,9401,13300,12253
02950GCF_000901095.1_ViralProj183155_Genomic.fna,1,0.4555524785378012,346,1133,909,12182,10848,14391,13133
02951GCF_000901115.1_ViralProj183159_Genomic.fna,1,0.5091492364942898,161,747,509,10196,9643,9860,9266
02952GCF_000901135.1_ViralProj183163_Genomic.fna,1,0.4546748932130992,59,183,88,1765,2067,2427,2169
02953GCF_000901155.1_ViralProj183710_Genomic.fna,1,0.41238379814077025,396,599,611,6304,6117,7900,9799
02954GCF_000901175.1_ViralProj183905_Genomic.fna,1,0.39126936230134785,65,78,105,935,1010,1536,1490
02955GCF_000901195.1_ViralProj183909_Genomic.fna,1,0.39719898852363356,65,80,130,1008,1034,1614,1485
02956GCF_000901215.1_ViralProj184145_Genomic.fna,1,0.4761293695492027,480,948,912,11006,9030,11640,10405
02957GCF_000901235.1_ViralProj184150_Genomic.fna,1,0.4759912647670166,312,694,733,9676,8415,10953,8963
02958GCF_000901255.1_ViralProj184154_Genomic.fna,1,0.4967841071232576,443,1067,733,12149,10482,11956,10968
02959GCF_000901275.1_ViralProj184158_Genomic.fna,1,0.5331069222528663,434,662,389,11788,11601,10245,10239
02960GCF_000901295.1_ViralProj184162_Genomic.fna,1,0.4845390070921986,44,49,60,863,845,873,944
02961GCF_000901315.1_ViralProj184166_Genomic.fna,1,0.5581072853953866,162,390,364,8059,8442,6131,6934
02962GCF_000901335.1_ViralProj184813_Genomic.fna,1,0.3950293277184539,1211,1842,3461,26142,26389,40022,40427
02963GCF_000901355.1_ViralProj185189_Genomic.fna,1,0.42462600690448793,48,96,99,1106,1108,1497,1503
02964GCF_000901375.1_ViralProj177542_Genomic.fna,1,0.3758830449458793,1932,3998,4713,33035,30549,53927,51648
02965GCF_000901395.1_ViralProj177547_Genomic.fna,1,0.5864073328862062,21,74,18,1485,1138,857,993
02966GCF_000901415.1_ViralProj177643_Genomic.fna,1,0.38995568685376664,13,26,32,257,271,387,439
02967GCF_000901435.1_ViralProj177904_Genomic.fna,1,0.4147359404784898,1214,1814,2539,24403,24985,35524,34171
02968GCF_000901455.1_ViralProj178459_Genomic.fna,1,0.35101883890811225,26,77,71,497,416,787,901
02969GCF_000901475.1_ViralProj178564_Genomic.fna,1,0.41776765375854213,89,164,97,1552,1199,2071,1763
02970GCF_000901495.1_ViralProj178592_Genomic.fna,1,0.3730362753499,71,220,141,1531,1081,2450,1940
02971GCF_000901515.1_ViralProj179408_Genomic.fna,1,0.5652489696642119,360,910,535,16440,17025,12432,13307
02972GCF_000901535.1_ViralProj179412_Genomic.fna,1,0.44523507559007397,1150,3730,2839,39832,39508,49298,49560
02973GCF_000901555.1_ViralProj179416_Genomic.fna,1,0.2955494028678871,1096,1042,1968,9091,5213,19858,14236
02974GCF_000901575.1_ViralProj179420_Genomic.fna,1,0.6620715770113285,898,2581,376,71323,75545,37779,37184
02975GCF_000901595.1_ViralProj179424_Genomic.fna,1,0.3942011104256632,578,629,779,6491,8206,10249,12337
02976GCF_000901615.1_ViralProj179428_Genomic.fna,1,0.4158373914884607,106,207,132,2182,1746,3012,2506
02977GCF_000901635.1_ViralProj179432_Genomic.fna,1,0.40266275290910997,86,260,134,2099,1742,3242,2456
02978GCF_000901655.1_ViralProj181065_Genomic.fna,1,0.5555000983105707,341,993,362,18280,18448,14614,14775
02979GCF_000901675.1_ViralProj181069_Genomic.fna,1,0.3022931448844129,2930,2799,5748,23283,18980,52462,45083
02980GCF_000901695.1_ViralProj181073_Genomic.fna,1,0.39763538135838317,1941,4053,3592,36273,32471,54951,49187
02981GCF_000901715.1_ViralProj181077_Genomic.fna,1,0.420199736197475,325,701,678,7589,5791,10354,8108
02982GCF_000901735.1_ViralProj181081_Genomic.fna,1,0.34740832336664573,728,711,1403,7924,9214,13867,18326
02983GCF_000901755.1_ViralProj181210_Genomic.fna,1,0.3037125935975371,801,763,1606,7304,4337,15452,11236
02984GCF_000901775.1_ViralProj181214_Genomic.fna,1,0.5542315286770446,222,852,313,12350,11789,10128,9287
02985GCF_000901795.1_ViralProj181218_Genomic.fna,1,0.2781036943079118,352,465,877,3307,1955,7694,5965
02986GCF_000901815.1_ViralProj181222_Genomic.fna,1,0.5158882891340061,289,802,532,11405,10577,10870,9758
02987GCF_000901835.1_ViralProj181226_Genomic.fna,1,0.5237704091190755,226,1415,511,18696,17650,16864,16183
02988GCF_000901855.1_ViralProj181230_Genomic.fna,1,0.5209053167269319,537,1573,690,19313,19583,17930,17844
02989GCF_000901875.1_ViralProj181234_Genomic.fna,1,0.5009365202166212,325,855,675,11737,12868,11564,12949
02990GCF_000901895.1_ViralProj181238_Genomic.fna,1,0.5106932825312681,521,1087,856,15872,14956,15212,14325
02991GCF_000901915.1_ViralProj181242_Genomic.fna,1,0.30037849891438295,2908,1626,5560,18051,22899,43344,52034
02992GCF_000901935.1_ViralProj181246_Genomic.fna,1,0.41894892672094747,21,29,40,323,243,394,391
02993GCF_000901955.1_ViralProj181250_Genomic.fna,1,0.46256062720085045,141,301,192,3354,3608,4297,3792
02994GCF_000901975.1_ViralProj181986_Genomic.fna,1,0.41226524908340545,1422,3240,2637,32250,33980,45997,48422
02995GCF_000901995.1_ViralProj181990_Genomic.fna,1,0.41198501872659177,519,667,965,7840,8660,11311,12239
02996GCF_000902015.1_ViralProj181994_Genomic.fna,1,0.4101449275362319,16,36,32,324,242,425,389
02997GCF_000902035.1_ViralMultiSegProj182753_Genomic.fna,2,0.46060606060606063,55,108,83,1243,1189,1309,1539
02998GCF_000902055.1_ViralProj183141_Genomic.fna,1,0.5010377431009301,187,772,539,10130,9424,10144,9329
02999GCF_000902075.1_ViralProj183145_Genomic.fna,1,0.5079123910147028,175,804,529,11138,10591,10754,10298
03000GCF_000902095.1_ViralProj183149_Genomic.fna,1,0.4931197074672825,221,802,590,10558,9940,10988,10082
03001GCF_000902115.1_ViralProj183153_Genomic.fna,1,0.49586902145076933,199,763,555,10097,9529,10420,9533
03002GCF_000902135.1_ViralProj183157_Genomic.fna,1,0.49703503358602213,923,1172,1506,20600,18543,21526,18084
03003GCF_000902155.1_ViralProj183161_Genomic.fna,1,0.47974163241338813,32,49,61,811,823,818,954
03004GCF_000902175.1_ViralProj183543_Genomic.fna,1,0.5199518521041994,506,800,485,11373,11521,10381,10756
03005GCF_000902195.1_ViralProj183903_Genomic.fna,1,0.3794616151545364,68,95,106,930,973,1560,1552
03006GCF_000902215.1_ViralProj183907_Genomic.fna,1,0.38560747663551403,71,86,126,1021,1042,1635,1652
03007GCF_000902235.1_ViralProj179427_Genomic.fna,1,0.4317350670459163,71,269,96,2463,1787,3042,2552
03008GCF_000902255.1_ViralProj179431_Genomic.fna,1,0.4659886264216973,309,420,535,6456,6327,7501,7148
03009GCF_000902275.1_ViralProj181064_Genomic.fna,1,0.4818319652846761,318,741,521,9343,9089,9676,10146
03010GCF_000902295.1_ViralProj181068_Genomic.fna,1,0.4926197873552715,1113,1614,1150,23203,22620,24593,22603
03011GCF_000902315.1_ViralProj181072_Genomic.fna,1,0.3911954329858843,2015,4316,3708,37242,31626,55030,52147
03012GCF_000902335.1_ViralProj181076_Genomic.fna,1,0.4424800242742996,526,1170,937,11828,10046,15176,12385
03013GCF_000902355.1_ViralProj181080_Genomic.fna,1,0.44533260124242635,1208,3338,2202,34590,35162,42764,44113
03014GCF_000902375.1_ViralProj181084_Genomic.fna,1,0.40606801351642824,593,963,1110,9182,7762,13361,11422
03015GCF_000902395.1_ViralProj181213_Genomic.fna,1,0.34865546597000135,597,977,1229,9149,6332,16095,12826
03016GCF_000902415.1_ViralProj181217_Genomic.fna,1,0.4555590522861125,484,922,963,10462,9804,12360,11860
03017GCF_000902435.1_ViralProj181221_Genomic.fna,1,0.5691641611545399,398,557,213,11321,12342,7929,9983
03018GCF_000902455.1_ViralProj181225_Genomic.fna,1,0.31313191171241805,3355,5049,7286,36075,32618,80810,69871
03019GCF_000902475.1_ViralProj181229_Genomic.fna,1,0.5193849756892295,169,1010,519,10769,9634,9877,9003
03020GCF_000902495.1_ViralProj181233_Genomic.fna,1,0.35675075075075074,2130,3070,4959,27943,31456,52891,54210
03021GCF_000902515.1_ViralProj181237_Genomic.fna,1,0.40458242227907065,2553,2553,3816,33687,31630,49679,46447
03022GCF_000902535.1_ViralProj181241_Genomic.fna,1,0.2715220197335317,3200,3159,8268,24810,24834,66253,66939
03023GCF_000902555.1_ViralProj181245_Genomic.fna,1,0.4461994076999013,121,273,178,2605,2819,3706,3026
03024GCF_000902575.1_ViralProj181249_Genomic.fna,1,0.37940243698881654,97,132,139,1167,1106,1885,1833
03025GCF_000902595.1_ViralProj181985_Genomic.fna,1,0.6206943872649925,16,109,37,2473,2050,1379,1385
03026GCF_000902615.1_ViralProj181989_Genomic.fna,1,0.39053097930304836,516,1059,1104,9636,8082,14326,13325
03027GCF_000902635.1_ViralProj181993_Genomic.fna,1,0.49790054727307037,414,553,823,10418,10689,10668,10617
03028GCF_000902655.1_ViralProj182227_Genomic.fna,1,0.4649144850626026,2190,3384,2939,46906,47447,54093,54501
03029GCF_000902675.1_ViralProj183140_Genomic.fna,1,0.5195626777172835,188,918,560,12262,11309,11174,10622
03030GCF_000902695.1_ViralProj183144_Genomic.fna,1,0.4963945103512445,214,1071,654,12448,11026,11987,11828
03031GCF_000902715.1_ViralProj183148_Genomic.fna,1,0.5087735064818352,168,1010,589,12330,10315,11045,10819
03032GCF_000902735.1_ViralProj183152_Genomic.fna,1,0.5097799233924888,201,825,532,11498,10994,11021,10608
03033GCF_000902755.1_ViralProj183156_Genomic.fna,1,0.5133605784344546,280,923,432,11420,9809,9829,10295
03034GCF_000902775.1_ViralProj183160_Genomic.fna,1,0.49798286681940435,204,757,545,10332,9665,10483,9676
03035GCF_000902815.1_ViralProj183902_Genomic.fna,1,0.44360189573459713,68,84,96,1149,1191,1491,1444
03036GCF_000902835.1_ViralProj183906_Genomic.fna,1,0.40307461567304087,66,92,112,1068,1082,1566,1618
03037GCF_000902855.1_ViralProj183910_Genomic.fna,1,0.5328308635666837,75,153,78,2191,1980,1893,1764
03038GCF_000902875.1_ViralProj184146_Genomic.fna,1,0.4927892388281705,1134,1633,1121,23100,22620,24604,22454
03039GCF_000902895.1_ViralProj184151_Genomic.fna,1,0.5843854676629735,155,799,131,12444,12504,9429,8314
03040GCF_000902915.1_ViralProj184155_Genomic.fna,1,0.512900584650958,1289,4798,2870,63811,60850,60293,58097
03041GCF_000902935.1_ViralProj184159_Genomic.fna,1,0.35941930361801067,521,460,910,5219,4288,10272,6672
03042GCF_000902955.1_ViralProj184163_Genomic.fna,1,0.35770683144524545,519,472,908,5150,4228,10193,6646
03043GCF_000902975.1_ViralProj184167_Genomic.fna,1,0.5774044126610053,149,800,117,14358,14063,11495,9306
03044GCF_000902995.1_ViralProj184814_Genomic.fna,1,0.3908216136195411,19,26,52,289,239,408,415
03045GCF_000903015.1_ViralProj185190_Genomic.fna,1,0.41545047674644875,88,62,117,1030,1105,1494,1510
03046GCF_000903035.1_ViralProj185194_Genomic.fna,1,0.42606232294617563,58,81,121,1140,1116,1450,1589
03047GCF_000903055.1_ViralProj185313_Genomic.fna,1,0.3509834579353296,1257,1332,2451,13446,13267,25519,23877
03048GCF_000903075.1_ViralProj185317_Genomic.fna,1,0.4927900385755898,1100,3397,1280,37547,37568,37941,39372
03049GCF_000903095.1_ViralProj179421_Genomic.fna,1,0.6615022015968428,859,2556,362,70349,74475,37362,36746
03050GCF_000903115.1_ViralProj179425_Genomic.fna,1,0.43139821691860386,1079,1462,1584,15725,15582,20337,20927
03051GCF_000903135.1_ViralProj179429_Genomic.fna,1,0.5365321701199564,187,875,451,10630,10034,9340,8510
03052GCF_000903155.1_ViralProj181062_Genomic.fna,1,0.4541633891448477,447,928,969,10451,9757,12464,11823
03053GCF_000903175.1_ViralProj181066_Genomic.fna,1,0.41873923341946595,382,891,809,9257,6300,11179,10416
03054GCF_000903195.1_ViralProj181070_Genomic.fna,1,0.5102292045254704,180,788,478,9226,8182,8521,8189
03055GCF_000903215.1_ViralProj181074_Genomic.fna,1,0.4705475169703466,265,962,740,11162,9911,11976,11735
03056GCF_000903235.1_ViralProj181078_Genomic.fna,1,0.5057104913678618,43,63,41,949,955,875,986
03057GCF_000903255.1_ViralProj181082_Genomic.fna,1,0.4048768291581879,1927,3161,3633,33120,25177,47232,38458
03058GCF_000903275.1_ViralProj181211_Genomic.fna,1,0.30533514303612447,779,756,1581,7402,4296,15383,11231
03059GCF_000903295.1_ViralProj181215_Genomic.fna,1,0.4429500606327858,241,933,479,10342,9748,13412,11853
03060GCF_000903315.1_ViralProj181219_Genomic.fna,1,0.4369906825948535,1567,2461,2393,29232,30613,37493,39610
03061GCF_000903335.1_ViralProj181223_Genomic.fna,1,0.3170209074347185,3623,9325,10649,59480,50149,124871,111310
03062GCF_000903355.1_ViralProj181227_Genomic.fna,1,0.5126654233085005,2885,5067,2741,74058,75203,69621,72265
03063GCF_000903375.1_ViralProj181231_Genomic.fna,1,0.4423015788915969,287,1272,877,13248,11796,16063,15515
03064GCF_000903395.1_ViralProj181235_Genomic.fna,1,0.4749665800691099,243,821,559,9575,9256,10744,10072
03065GCF_000903415.1_ViralProj181239_Genomic.fna,1,0.3551812795767038,523,474,946,5289,4243,10448,6857
03066GCF_000903435.1_ViralProj181243_Genomic.fna,1,0.48208223311957754,28,65,40,735,543,676,697
03067GCF_000903455.1_ViralProj181247_Genomic.fna,1,0.4686581024609194,58,154,89,1541,1487,1614,1819
03068GCF_000903475.1_ViralProj181251_Genomic.fna,1,0.30267153172922356,840,797,1622,7529,4333,15787,11542
03069GCF_000903495.1_ViralProj181987_Genomic.fna,1,0.38821646019150197,2657,4123,4628,41297,48671,69646,72133
03070GCF_000903515.1_ViralProj181991_Genomic.fna,1,0.39380496935818865,483,646,1021,7174,8184,11630,12011
03071GCF_000903535.1_ViralProj181995_Genomic.fna,1,0.4140905823148814,21,27,32,318,258,418,397
03072GCF_000903555.1_ViralProj183138_Genomic.fna,1,0.5448539161446665,271,583,567,12161,11672,10176,9733
03073GCF_000903575.1_ViralProj183142_Genomic.fna,1,0.5005415047461298,215,1079,633,12486,11085,11957,11563
03074GCF_000903595.1_ViralProj183146_Genomic.fna,1,0.5001595914458985,190,799,481,9759,9045,9743,9049
03075GCF_000903615.1_ViralProj183150_Genomic.fna,1,0.5007739938080495,191,792,511,10010,9400,10102,9248
03076GCF_000903635.1_ViralProj183154_Genomic.fna,1,0.5167874094429178,201,765,499,10611,10076,9935,9408
03077GCF_000903655.1_ViralProj183158_Genomic.fna,1,0.4934288263522149,211,801,600,10392,10070,10862,10145
03078GCF_000903675.1_ViralProj183162_Genomic.fna,1,0.3037148275837757,2811,2105,5801,19179,23899,45580,53179
03079GCF_000903695.1_ViralProj183709_Genomic.fna,1,0.3963946501259934,72,70,118,1022,1023,1615,1499
03080GCF_000903715.1_ViralProj183904_Genomic.fna,1,0.3856132075471698,69,75,124,1008,954,1553,1573
03081GCF_000903735.1_ViralProj183908_Genomic.fna,1,0.3921921921921922,64,85,116,980,979,1546,1490
03082GCF_000903755.2_ViralProj184144_Genomic.fna,1,0.40512807974115095,2293,2011,2882,24455,25253,35737,37252
03083GCF_000903775.1_ViralProj184149_Genomic.fna,1,0.655060124219656,98,724,124,20782,20456,12129,9586
03084GCF_000903795.1_ViralProj184153_Genomic.fna,1,0.49362161454926073,1097,1592,1088,22918,22355,24262,22181
03085GCF_000903815.1_ViralProj184157_Genomic.fna,1,0.3321770812537433,624,966,1269,7374,5937,14811,11950
03086GCF_000903835.1_ViralProj184161_Genomic.fna,1,0.4793713163064833,48,55,70,860,848,899,956
03087GCF_000903855.1_ViralProj184165_Genomic.fna,1,0.3331135341356004,645,959,1399,8127,6018,15998,12320
03088GCF_000903875.1_ViralProj184169_Genomic.fna,1,0.5159406897131096,277,920,601,12332,12234,12189,10859
03089GCF_000903895.1_ViralProj185188_Genomic.fna,1,0.4129140305173055,72,79,127,1080,1139,1542,1613
03090GCF_000903915.1_ViralProj185192_Genomic.fna,1,0.4079582769943983,67,98,113,1050,1062,1524,1541
03091GCF_000903935.1_ViralProj185273_Genomic.fna,1,0.4806201550387597,61,90,73,1299,995,1246,1233
03092GCF_000903955.1_ViralProj185193_Genomic.fna,1,0.41810783316378436,67,82,94,1014,1041,1419,1441
03093GCF_000903975.1_ViralProj185274_Genomic.fna,1,0.40205757040423984,83,291,131,2122,1747,3099,2655
03094GCF_000903995.1_ViralProj185316_Genomic.fna,1,0.5574268558168465,181,837,513,12238,11063,10035,8465
03095GCF_000904015.1_ViralProj185427_Genomic.fna,1,0.5018617021276596,96,120,97,2029,1745,1893,1853
03096GCF_000904035.1_ViralProj186430_Genomic.fna,1,0.2464532236745484,10593,20933,46546,127265,124450,384035,385600
03097GCF_000904055.1_ViralProj186434_Genomic.fna,1,0.366185394433982,78,67,114,819,931,1480,1549
03098GCF_000904075.1_ViralProj188154_Genomic.fna,1,0.3881994386949658,660,1055,1055,9698,8007,15473,12430
03099GCF_000904095.1_ViralProj188536_Genomic.fna,1,0.6427682147883512,112,463,73,11594,12155,7074,6125
03100GCF_000904115.1_ViralProj188546_Genomic.fna,1,0.6701810734068798,54,452,34,14613,14182,7326,6845
03101GCF_000904135.1_ViralProj188730_Genomic.fna,1,0.5503312591272917,1636,2992,2193,61921,66583,52637,52362
03102GCF_000904155.1_ViralMultiSegProj189211_Genomic.fna,2,0.4438412579558218,47,147,99,1316,1055,1365,1606
