Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00311GCF_000725425.1_ASM72542v1.fna,1966,57,0.028992879,994,377,538,0.520691461,0.197485595,0.281822944,0.437054764,36362,24642,33637,0.384209803,0.260373411,0.355416786,429601,316250,532473,428215,1.71E+06,00311GCF_000725425.1_ASM72542v1.fna,1,0.430442876,24508,32673,37521,405485,394868,525583,533435,TRUE,1859371,152832,0.258790733,0.345008553,0.396200714,0.082195538,54502,98330,0.356613798,-134,-3689,3884
00312GCF_000730175.1_ASM73017v1.fna,4142,357,0.086190246,2106,776,903,0.556406869,0.205019815,0.238573316,0.630373602,38219,7088,6400,0.73914557,0.137080086,0.123774344,1084077,1126485,695938,600249,3.51E+06,00312GCF_000730175.1_ASM73017v1.fna,120,0.617903754,20130,51428,13005,1302260,1307729,809775,804177,TRUE,4223941,717192,0.238047373,0.608161962,0.153790665,0.169792144,399427,317765,0.556931756,13042,13209,6605
00313GCF_000731985.1_ASM73198v1.fna,3713,140,0.03770536,1898,766,909,0.531206269,0.21438567,0.25440806,0.653730134,28679,4145,4014,0.778516749,0.112519681,0.10896357,1036269,1046172,595919,507115,3.19E+06,00313GCF_000731985.1_ASM73198v1.fna,20,0.645578196,15235,37103,8875,1212538,1224000,670492,667165,TRUE,3774195,588720,0.248885041,0.606129417,0.144985542,0.155985581,354097,234623,0.601469289,11090,8424,4861
00314GCF_000734035.1_ASM73403v1.fna,2573,76,0.029537505,1276,391,830,0.511013216,0.156587905,0.332398879,0.490562453,51205,14276,25734,0.561366003,0.156509346,0.282124651,613754,442425,597916,498901,2.15E+06,00314GCF_000734035.1_ASM73403v1.fna,1,0.480765138,16901,43860,29901,556222,557369,601900,600798,TRUE,2316289,163293,0.186417683,0.4837749,0.329807417,0.07049768,57412,105881,0.351588862,2625,-7345,4167
00315GCF_000739065.1_ASM73906v1.fna,1658,46,0.02774427,194,153,1265,0.120347395,0.094913151,0.784739454,0.31438001,34072,26340,50574,0.306993675,0.23732723,0.455679095,292821,160979,559036,430640,1.44E+06,00315GCF_000739065.1_ASM73906v1.fna,1,0.307881462,22044,26069,60821,247165,247772,555165,557455,TRUE,1607557,164081,0.202361063,0.239310041,0.558328896,0.102068543,41137,122944,0.250711539,-4296,-8003,10247
00316GCF_000739555.1_ASM73955v1.fna,3042,183,0.060157791,1625,843,391,0.568380553,0.294858342,0.136761105,0.697046682,23428,2271,1557,0.85955386,0.083321104,0.057125037,925432,911760,430831,367657,2.64E+06,00316GCF_000739555.1_ASM73955v1.fna,71,0.690471155,9952,24947,3443,1017009,1023432,457023,457679,TRUE,2955143,319463,0.259558708,0.650644202,0.089797089,0.108104075,203249,116214,0.636220783,7681,1519,1886
00317GCF_000739575.1_ASM73957v1.fna,3884,243,0.062564367,2162,805,674,0.593792914,0.221093106,0.18511398,0.652856078,33672,5242,4258,0.779949968,0.121421292,0.098628741,1082800,1084470,620672,531733,3.32E+06,00317GCF_000739575.1_ASM73957v1.fna,81,0.641174899,16355,41831,9020,1232296,1237754,688436,693895,TRUE,3852381,532706,0.243356248,0.622429545,0.134214207,0.138279677,302780,229926,0.568381058,11113,8159,4762
00318GCF_000739595.1_ASM73959v1.fna,3593,214,0.059560256,1937,798,644,0.573246523,0.236164546,0.190588932,0.667135304,31894,4895,4222,0.777693789,0.119358221,0.10294799,1034724,1007143,550532,468250,3.06E+06,00318GCF_000739595.1_ASM73959v1.fna,103,0.651389856,14249,39297,9929,1196924,1198869,638389,643789,TRUE,3677971,617322,0.22448208,0.619094132,0.156423789,0.167843085,353926,263396,0.57332478,9354,7403,5707
00319GCF_000744315.1_ASM74431v1.fna,3430,132,0.038483965,1404,106,1788,0.425712553,0.032140691,0.542146756,0.441947705,69782,22180,48711,0.496058234,0.157670626,0.346271139,734707,633560,946632,781094,3.10E+06,00319GCF_000744315.1_ASM74431v1.fna,1,0.415017591,31660,75677,81157,844002,842837,1187884,1189777,TRUE,4064500,968507,0.167962906,0.401482275,0.430554819,0.238284414,318572,649935,0.328931025,9480,5895,32446
00320GCF_000744455.1_ASM74445v1.fna,2504,85,0.033945687,481,321,1617,0.198842497,0.132699463,0.668458041,0.34829983,46439,27470,59555,0.347951508,0.205823293,0.446225199,396602,309710,736979,584594,2.03E+06,00320GCF_000744455.1_ASM74445v1.fna,1,0.325712673,30983,47910,81356,408610,402652,844788,834679,TRUE,2490729,462844,0.19334286,0.298972224,0.507684915,0.18582672,104950,357894,0.226750266,3513,1471,21801
00321GCF_000745485.1_ASM74548v1.fna,3224,105,0.032568238,514,447,2158,0.164796409,0.143315165,0.691888426,0.35671819,58880,35780,82281,0.332766289,0.202214297,0.465019413,538441,416932,951295,771561,2.68E+06,00321GCF_000745485.1_ASM74548v1.fna,13,0.332147199,40064,61413,117289,571833,545933,1111582,1135925,TRUE,3365273,687044,0.183136319,0.28072461,0.536139071,0.204156988,162393,524651,0.236364774,4284,2533,35008
00322GCF_000746075.1_ASM74607v1.fna,3257,122,0.037457783,517,448,2170,0.164912281,0.142902711,0.692185008,0.356525735,59216,36013,82822,0.332578868,0.202262273,0.465158859,541148,419399,957406,776234,2.69E+06,00322GCF_000746075.1_ASM74607v1.fna,35,0.331696417,40185,58395,117893,549165,576067,1133809,1133314,TRUE,3392355,698168,0.18563516,0.269756505,0.544608335,0.205806291,164685,533483,0.235881622,4172,-821,35071
00323GCF_000746205.1_ASM74620v1.fna,2715,131,0.04825046,1636,539,409,0.633126935,0.208591331,0.158281734,0.66846455,23616,3976,2788,0.777353522,0.130875576,0.091770902,814339,792732,431086,365966,2.40E+06,00323GCF_000746205.1_ASM74620v1.fna,42,0.660082429,9484,28154,5443,914786,911971,470441,470270,TRUE,2767468,363345,0.220143451,0.65351315,0.1263434,0.131291491,219686,143659,0.604620953,5508,4538,2655
00324GCF_000747605.1_ASM74760v1.fna,2332,74,0.031732419,919,592,747,0.406997343,0.262178919,0.330823738,0.472483582,38892,31082,32959,0.377838011,0.301963413,0.320198576,517158,409585,552890,481796,1.96E+06,00324GCF_000747605.1_ASM74760v1.fna,1,0.462194749,34289,41225,37915,513118,498899,592639,584934,TRUE,2189590,228161,0.302294828,0.363443211,0.334261961,0.104202613,85274,142887,0.373744856,3207,2333,4956
00325GCF_000755225.1_ASM75522v1.fna,3351,109,0.032527604,1886,856,500,0.581739667,0.264034547,0.154225787,0.645383494,31420,4667,2830,0.807359252,0.119921885,0.072718863,987271,991984,590479,497055,3.07E+06,00325GCF_000755225.1_ASM75522v1.fna,3,0.637314001,15461,37272,5910,1097478,1102210,625868,625942,TRUE,3451498,384709,0.26364613,0.635574578,0.100779292,0.111461458,220433,164276,0.572986335,10794,5852,3080
00326GCF_000755245.1_ASM75524v1.fna,3808,209,0.054884454,2091,878,630,0.580994721,0.243956655,0.175048625,0.634123736,35033,6607,4555,0.758372118,0.143024137,0.098603745,1024794,1035994,640402,548630,3.25E+06,00326GCF_000755245.1_ASM75524v1.fna,27,0.622931388,18542,44774,8878,1173603,1171373,713083,706362,TRUE,3764421,514601,0.256835748,0.620190043,0.122974208,0.136701235,284188,230413,0.552249218,11935,9741,4323
00327GCF_000762265.1_ASM76226v1.fna,2367,57,0.024081115,497,400,1413,0.215151515,0.173160173,0.611688312,0.438907488,42460,18502,43370,0.406970057,0.17733773,0.415692213,472930,424577,632710,514649,2.04E+06,00327GCF_000762265.1_ASM76226v1.fna,1,0.413395494,24698,43677,60185,502857,509957,720384,716790,TRUE,2449988,405122,0.192112632,0.339740199,0.468147169,0.165356728,115307,289815,0.284622904,6196,1217,16815
00328GCF_000765475.1_Mmet_Version1.fna,2430,94,0.038683128,1206,27,1103,0.516267123,0.011558219,0.472174658,0.441127684,56886,14504,28570,0.569087635,0.145098039,0.285814326,518373,433165,645752,559768,2.16E+06,00328GCF_000765475.1_Mmet_Version1.fna,15,0.424979998,20440,55901,38456,536212,529855,724340,718104,TRUE,2508511,351453,0.178053433,0.486955234,0.334991333,0.140104229,114529,236924,0.325872876,5936,-985,9886
00329GCF_000769655.1_ASM76965v1.fna,2262,73,0.032272325,1470,264,455,0.671539516,0.120603015,0.207857469,0.543306145,36474,14251,19192,0.521675701,0.203827395,0.274496903,563258,495794,492474,397747,1.95E+06,00329GCF_000769655.1_ASM76965v1.fna,2,0.534540293,17884,36809,21256,570833,565690,496554,493092,TRUE,2126169,176896,0.235473805,0.484654176,0.279872019,0.083199407,77471,99425,0.43794659,3633,335,2064
00330GCF_000784335.1_ASM78433v1.fna,4191,235,0.056072536,2170,758,1028,0.548533873,0.191607685,0.259858443,0.665186593,30685,4732,4711,0.76467803,0.117922648,0.117399322,1207186,1225269,663312,561034,3.66E+06,00330GCF_000784335.1_ASM78433v1.fna,81,0.654143086,18353,41691,10058,1426371,1419661,755109,749638,TRUE,4350779,693978,0.261804228,0.594719124,0.143476648,0.159506608,413577,280401,0.595951168,13621,11006,5347
00331GCF_000784355.1_Metpay.fna,2836,216,0.076163611,1227,286,1107,0.468320611,0.109160305,0.422519084,0.486528516,46494,11312,28812,0.536770648,0.130596412,0.33263294,640292,557657,688741,575548,2.46E+06,00331GCF_000784355.1_Metpay.fna,46,0.475385984,15394,48480,36122,664735,659533,736220,725181,TRUE,2785669,323431,0.153946158,0.484819393,0.361234449,0.116105323,126319,197112,0.390559347,4082,1986,7310
00332GCF_000789255.1_ASM78925v1.fna,2183,61,0.027943197,1258,269,595,0.592836946,0.126767201,0.280395853,0.476958572,44126,9649,18845,0.607628752,0.132869733,0.259501515,475169,350918,502681,403221,1.73E+06,00332GCF_000789255.1_ASM78925v1.fna,1,0.468407157,10213,38879,21137,434725,436895,496543,492654,TRUE,1860817,128828,0.145424255,0.553603212,0.300972533,0.069231956,45533,83295,0.353440246,564,-5247,2292
00333GCF_000800805.1_ASM80080v1.fna,1403,48,0.034212402,920,20,415,0.67896679,0.014760148,0.306273063,0.501675362,25196,7559,14432,0.533960625,0.160192426,0.305846949,368928,307963,387157,285213,1.35E+06,00333GCF_000800805.1_ASM80080v1.fna,1,0.49205735,8458,26807,14435,361468,371044,369745,386415,TRUE,1488672,139411,0.170181087,0.539376258,0.290442656,0.093647896,55621,83790,0.398971387,899,1611,3
00334GCF_000812185.1_ASM81218v1.fna,1425,55,0.038596491,254,344,772,0.18540146,0.251094891,0.56350365,0.335495533,30192,16647,25764,0.415850585,0.229288046,0.354861369,215762,169717,429423,334082,1.15E+06,00334GCF_000812185.1_ASM81218v1.fna,1,0.331579191,15536,28736,29325,202790,205759,411277,412305,TRUE,1232131,83147,0.211095561,0.390450698,0.398453741,0.067482273,23070,60077,0.277460401,-1111,-1456,3561
00335GCF_000813245.1_ASM81324v1.fna,1866,65,0.034833869,422,678,701,0.23431427,0.376457524,0.389228207,0.473744944,21594,26656,22866,0.303644749,0.374824231,0.32153102,393454,352095,462053,366133,1.57E+06,00335GCF_000813245.1_ASM81324v1.fna,1,0.464039284,30193,22486,25027,404016,409998,469748,470430,TRUE,1754192,180457,0.388554294,0.289372764,0.322072942,0.102871864,68465,111992,0.379397862,3537,892,2161
00336GCF_000815385.1_ASM81538v1.fna,4163,364,0.087436945,1924,955,920,0.506449066,0.251381943,0.242168992,0.635262798,39529,7336,5472,0.755278293,0.140168523,0.104553184,1096975,1091020,683823,572418,3.44E+06,00336GCF_000815385.1_ASM81538v1.fna,191,0.620651329,20839,49877,12198,1271630,1268002,777940,774310,TRUE,4091882,647646,0.251332706,0.601551005,0.147116289,0.158275825,351637,296009,0.542946301,13503,10348,6726
00337GCF_000816105.1_ASM81610v1.fna,2087,60,0.028749401,1368,254,405,0.674888999,0.125308337,0.199802664,0.53749855,33441,13595,17819,0.515627168,0.209621463,0.274751368,507463,442176,453114,364022,1.77E+06,00337GCF_000816105.1_ASM81610v1.fna,1,0.528622803,16603,33926,19404,507002,508438,451828,453648,TRUE,1920916,154141,0.237412952,0.485121473,0.277465574,0.080243488,65801,88340,0.426888368,3008,485,1585
00338GCF_000824705.1_Methanobrevibacter_smithii.fna,1695,106,0.062536873,221,324,1044,0.139081183,0.203901825,0.657016992,0.327207315,42969,21049,52382,0.369149485,0.180833333,0.450017182,296912,216135,565147,489763,1.57E+06,00338GCF_000824705.1_Methanobrevibacter_smithii.fna,87,0.315164901,21288,33511,61916,257455,284229,599438,577610,TRUE,1718732,150775,0.182393009,0.287118194,0.530488797,0.087724555,28637,122138,0.189932018,239,-9458,9534
00339GCF_000827835.1_ASM82783v1.fna,4121,135,0.032759039,2025,981,980,0.508028098,0.24611139,0.245860512,0.633609564,43058,7991,6314,0.750623224,0.139305824,0.110070952,1163240,1151024,726214,612030,3.65E+06,00339GCF_000827835.1_ASM82783v1.fna,6,0.619498308,21402,52319,12577,1307964,1309456,805508,802136,TRUE,4225064,572556,0.248001112,0.606259705,0.145739183,0.13551416,303156,269400,0.529478339,13411,9261,6263
00340GCF_000828575.1_ASM82857v1.fna,1764,45,0.025510204,800,424,495,0.465386853,0.246655032,0.287958115,0.504596931,42697,10144,20340,0.58344379,0.138615214,0.277940996,430781,362953,432997,346275,1.57E+06,00340GCF_000828575.1_ASM82857v1.fna,2,0.493475553,11929,41824,20450,427478,426742,435444,441364,TRUE,1731028,158022,0.160761694,0.563642979,0.275595326,0.091287951,60486,97536,0.382769488,1785,-873,110
00341GCF_000949015.1_ASM94901v1.fna,1791,41,0.022892239,447,158,1145,0.255428571,0.090285714,0.654285714,0.353593907,34335,14572,52749,0.337756748,0.143346187,0.518897065,314964,241951,557178,460920,1.58E+06,00341GCF_000949015.1_ASM94901v1.fna,9,0.340233561,12959,31847,58954,295462,299056,572541,580323,TRUE,1747382,172369,0.124893986,0.306929453,0.568176561,0.098644143,37603,134766,0.218154076,-1613,-2488,6205
00342GCF_000953115.1_DSM1535.fna,2379,53,0.022278268,502,403,1421,0.215821152,0.173258813,0.610920034,0.436890207,43190,18840,44371,0.405917238,0.177066005,0.417016757,478415,427500,643237,524401,2.07E+06,00342GCF_000953115.1_DSM1535.fna,1,0.412305282,25060,43908,60993,506775,514948,726575,729776,TRUE,2478074,404521,0.192827079,0.337855203,0.469317718,0.163240081,115808,288713,0.286284272,6220,718,16622
00343GCF_000955905.1_ASM95590v3.fna,1817,60,0.033021464,416,629,712,0.236767217,0.357996585,0.405236198,0.417253318,29588,15885,21322,0.442967288,0.237817202,0.31921551,320824,297545,503063,360567,1.48E+06,00343GCF_000955905.1_ASM95590v3.fna,1,0.409969386,18757,32993,21546,330545,333671,472694,483250,TRUE,1620160,138161,0.255907553,0.450133704,0.293958743,0.085276146,45847,92314,0.331837494,2872,3405,224
00344GCF_000956175.1_ASM95617v1.fna,2108,75,0.035578748,445,519,1069,0.218888342,0.255287752,0.525823906,0.341399541,42955,22917,35148,0.425212829,0.226856068,0.347931103,305522,246702,594084,471222,1.62E+06,00344GCF_000956175.1_ASM95617v1.fna,1,0.334069476,23832,43206,42210,303209,299149,603095,597639,TRUE,1803092,185562,0.21814587,0.395485501,0.386368629,0.102913218,50134,135428,0.27017385,915,251,7062
00345GCF_000966265.1_ASM96626v1.fna,2334,93,0.039845758,1475,330,436,0.658188309,0.147255689,0.194556002,0.551403518,35305,16095,20461,0.491295696,0.223974061,0.284730243,602803,513230,506260,401693,2.02E+06,00345GCF_000966265.1_ASM96626v1.fna,23,0.543065942,19162,35996,21524,596345,601930,502561,505664,TRUE,2206500,182514,0.249889153,0.46941916,0.280691688,0.082716519,82242,100272,0.450606529,3067,691,1063
00346GCF_000968355.1_ASM96835v1.fna,2989,245,0.081967213,794,541,1409,0.289358601,0.197157434,0.513483965,0.367950129,46225,56095,77271,0.257390404,0.312348614,0.430260982,521384,359266,822206,690539,2.39E+06,00346GCF_000968355.1_ASM96835v1.fna,1,0.358598477,53508,43838,88341,487564,490428,867622,881648,TRUE,2727262,333867,0.288162338,0.236085456,0.475752207,0.122418382,97342,236525,0.291559214,-2587,-2387,11070
00347GCF_000968395.1_ASM96839v1.fna,2922,205,0.070157426,793,551,1373,0.291866029,0.202797203,0.505336768,0.368358126,45535,55448,76273,0.256888342,0.312813106,0.430298551,513654,355792,810533,680349,2.36E+06,00347GCF_000968395.1_ASM96839v1.fna,1,0.358591273,53429,43822,88335,487551,490440,867631,881692,TRUE,2727314,366986,0.287893483,0.236127725,0.475978792,0.134559497,108545,258441,0.295774226,-2019,-1713,12062
00348GCF_000968435.1_ASM96843v1.fna,2984,242,0.081099196,795,541,1406,0.289934354,0.19730124,0.512764406,0.367529858,46233,56087,77249,0.257466489,0.312342331,0.43019118,521323,359219,824912,690384,2.40E+06,00348GCF_000968435.1_ASM96843v1.fna,1,0.358597153,53470,43869,88418,487562,490454,867640,881683,TRUE,2727339,331501,0.287849179,0.236163375,0.475987446,0.121547413,97474,234027,0.294038329,-2617,-2364,11169
00349GCF_000969885.1_ASM96988v1.fna,2697,98,0.03633667,1068,97,1434,0.41092728,0.037322047,0.551750673,0.438332699,53033,19809,38663,0.475610959,0.177651226,0.346737814,565947,479089,721971,617109,2.38E+06,00349GCF_000969885.1_ASM96988v1.fna,1,0.411500173,28489,56687,64142,644368,642549,920077,920385,TRUE,3127379,743263,0.190794144,0.379639427,0.429566429,0.237663232,241881,501382,0.32543124,8680,3654,25479
00350GCF_000969905.1_ASM96990v1.fna,3752,197,0.05250533,1385,160,2010,0.389592124,0.045007032,0.565400844,0.425786993,74389,27718,58062,0.464440685,0.173054711,0.362504605,764356,656984,1044203,872605,3.34E+06,00350GCF_000969905.1_ASM96990v1.fna,2,0.397128588,42478,84970,97730,899710,912740,1359565,1391872,TRUE,4563887,1225739,0.188641874,0.377345922,0.434012204,0.268573477,391110,834629,0.319080979,14760,10581,39668
00351GCF_000969945.1_ASM96994v1.fna,3730,167,0.044772118,1436,145,1982,0.403031154,0.040696043,0.556272804,0.427924924,73798,27502,57408,0.464992313,0.173286791,0.361720896,764278,658441,1032090,869884,3.32E+06,00351GCF_000969945.1_ASM96994v1.fna,2,0.398463423,42495,84809,97454,902643,911759,1356427,1382668,TRUE,4553497,1228804,0.189070022,0.377334733,0.433595245,0.269859407,391683,837121,0.318751404,14993,11011,40046
00352GCF_000969965.1_ASM96996v1.fna,3697,209,0.056532324,1582,137,1769,0.453555046,0.039277523,0.507167431,0.443652425,69000,23479,47322,0.493558701,0.167945866,0.338495433,739094,646850,949361,788636,3.12E+06,00352GCF_000969965.1_ASM96996v1.fna,1,0.416925086,34440,77781,77615,866629,858331,1188053,1224325,TRUE,4137338,1013397,0.181419752,0.409727344,0.408852905,0.244939379,339016,674381,0.334534245,10961,8781,30293
00353GCF_000969985.1_ASM96998v1.fna,4091,264,0.064531899,1476,201,2150,0.38568069,0.052521557,0.561797753,0.422419222,78791,30919,63182,0.455723804,0.178834186,0.36544201,809915,696742,1116269,943808,3.57E+06,00353GCF_000969985.1_ASM96998v1.fna,2,0.392495791,48746,91953,107722,966731,959311,1483820,1497304,TRUE,4907166,1340432,0.196223347,0.370149867,0.433626787,0.273158071,419385,921047,0.312873014,17827,13162,44540
00354GCF_000970005.1_ASM97000v1.fna,3499,187,0.053443841,1516,126,1670,0.457729469,0.038043478,0.504227053,0.44575615,65446,21648,43870,0.499725115,0.165297334,0.334977551,701725,614699,894206,742608,2.95E+06,00354GCF_000970005.1_ASM97000v1.fna,1,0.418198355,32604,72836,73391,818857,817986,1136150,1141042,TRUE,3914035,960797,0.182317383,0.407289564,0.410393053,0.245474811,320419,640378,0.333492923,10956,7390,29521
00355GCF_000970025.1_ASM97002v1.fna,3785,230,0.060766182,1316,171,2068,0.370182841,0.048101266,0.581715893,0.422841822,73406,28615,58405,0.457569222,0.178368843,0.364061935,752910,645189,1035641,872695,3.31E+06,00355GCF_000970025.1_ASM97002v1.fna,2,0.391943534,45649,85421,101543,896309,896797,1390450,1391353,TRUE,4574909,1268474,0.196244406,0.367223672,0.436531922,0.277267592,395007,873467,0.311403308,17034,12015,43138
00356GCF_000970045.1_ASM97004v1.fna,3549,159,0.044801352,1765,103,1522,0.520648968,0.030383481,0.448967552,0.489038092,65508,17374,36009,0.550992085,0.146133854,0.302874061,824938,748634,905718,738398,3.22E+06,00356GCF_000970045.1_ASM97004v1.fna,1,0.459302334,29863,72440,62432,966716,967622,1142783,1134349,TRUE,4211470,993782,0.181279024,0.439736547,0.37898443,0.235970338,360766,633016,0.363023279,12489,6932,26423
00357GCF_000970065.1_ASM97006v1.fna,3731,206,0.05521308,1357,165,2003,0.384964539,0.046808511,0.56822695,0.423192191,72392,27910,57008,0.460186892,0.17742038,0.362392728,739440,633938,1016164,855740,3.25E+06,00357GCF_000970065.1_ASM97006v1.fna,2,0.39222714,44804,84771,99274,881044,879100,1380750,1346669,TRUE,4487563,1242281,0.19577975,0.370423292,0.433796958,0.276827534,386766,855515,0.311335358,16894,12379,42266
00358GCF_000970085.1_ASM97008v1.fna,4293,267,0.06219427,1813,181,2032,0.450322901,0.044957774,0.504719324,0.454986498,83281,26519,55335,0.504320707,0.16058982,0.335089472,932039,824516,1146627,957493,3.86E+06,00358GCF_000970085.1_ASM97008v1.fna,1,0.429404133,40021,90939,88725,1081510,1073051,1420708,1442291,TRUE,5017560,1156885,0.182174477,0.413951795,0.403873728,0.230567248,398006,758879,0.344032466,13502,7658,33390
00359GCF_000970145.1_ASM97014v1.fna,4772,349,0.073134954,2054,231,2138,0.464390685,0.052226995,0.48338232,0.45070236,91782,29378,61525,0.50240578,0.160812327,0.336781892,1008024,894607,1271202,1047647,4.22E+06,00359GCF_000970145.1_ASM97014v1.fna,1,0.426009213,44007,99921,96759,1162129,1150203,1549314,1566246,TRUE,5427892,1206412,0.182839123,0.415149136,0.402011741,0.222261607,409701,796711,0.339602889,14629,8139,35234
00360GCF_000970165.1_ASM97016v1.fna,3459,126,0.036426713,1403,103,1827,0.420942094,0.03090309,0.548154815,0.442078847,70201,22228,49552,0.494439397,0.156556159,0.349004444,741209,639157,954911,787166,3.12E+06,00360GCF_000970165.1_ASM97016v1.fna,1,0.414574404,32008,75760,81914,848290,850007,1190731,1207455,TRUE,4096483,974040,0.168745585,0.39940532,0.431849095,0.237774696,317931,656109,0.32640446,9780,5559,32362
00361GCF_000970185.1_ASM97018v1.fna,3414,122,0.035735208,1396,102,1794,0.424058323,0.030984204,0.544957473,0.442821095,69652,21838,48706,0.496818739,0.15576764,0.347413621,735932,634648,945065,779465,3.10E+06,00361GCF_000970185.1_ASM97018v1.fna,1,0.414870632,31573,75237,81060,843400,843693,1190094,1189365,TRUE,4066552,971442,0.168057699,0.400473732,0.431468569,0.238885916,316513,654929,0.325817702,9735,5585,32354
00362GCF_000970205.1_ASM97020v1.fna,3500,116,0.033142857,1453,110,1821,0.429373522,0.03250591,0.538120567,0.44125027,71824,22807,50478,0.494965853,0.157171506,0.347862641,752966,649991,973835,802712,3.18E+06,00362GCF_000970205.1_ASM97020v1.fna,1,0.414207289,32571,76524,83028,857107,858878,1210875,1215957,TRUE,4142817,963313,0.169532019,0.398307334,0.432160647,0.232526081,313028,650285,0.324949419,9764,4700,32550
00363GCF_000970225.1_ASM97022v1.fna,3533,131,0.03707897,1461,119,1822,0.429453263,0.034979424,0.535567313,0.441531911,71335,22634,50025,0.495402586,0.157187105,0.347410309,750677,646443,969812,797324,3.16E+06,00363GCF_000970225.1_ASM97022v1.fna,1,0.413906064,31472,77465,82296,857474,862035,1199768,1235069,TRUE,4154346,990090,0.164574106,0.405081759,0.430344135,0.238326321,322389,667701,0.325615853,8838,6130,32271
00364GCF_000970245.1_ASM97024v1.fna,3532,143,0.040486976,1441,124,1824,0.425199174,0.036588964,0.538211862,0.442941451,71066,22467,50410,0.493709315,0.156082616,0.350208068,752967,654681,969896,800411,3.18E+06,00364GCF_000970245.1_ASM97024v1.fna,1,0.414876425,31445,77888,82010,864828,863648,1191781,1245986,TRUE,4166243,988288,0.164338387,0.407059574,0.428602039,0.23721324,320828,667460,0.324630067,8978,6822,31600
00365GCF_000970265.1_ASM97026v1.fna,3500,184,0.052571429,1517,116,1683,0.45747889,0.034981906,0.507539204,0.444223263,66674,22038,46702,0.492371542,0.162745359,0.344883099,722193,635495,932811,765820,3.06E+06,00365GCF_000970265.1_ASM97026v1.fna,1,0.418227991,34052,75911,78824,865468,865916,1207815,1200610,TRUE,4139809,1083490,0.180372589,0.402098661,0.417528749,0.261724635,373696,709794,0.344900276,12014,9237,32122
00366GCF_000970285.1_ASM97028v1.fna,4433,235,0.053011505,1800,175,2223,0.428775607,0.041686517,0.529537875,0.439285077,84402,30759,61033,0.479028798,0.174574617,0.346396586,905254,782152,1171521,982328,3.84E+06,00366GCF_000970285.1_ASM97028v1.fna,1,0.413110568,44727,91475,98302,1033986,1039254,1463604,1481764,TRUE,5018608,1177353,0.190730222,0.390078634,0.419191144,0.234597522,385834,791519,0.327713099,13968,7073,37269
00367GCF_000970305.1_ASM97030v1.fna,3750,163,0.043466667,1354,158,2075,0.377474212,0.044047951,0.578477837,0.422560039,72281,29186,58995,0.45045556,0.1818873,0.36765714,747516,638486,1023938,870072,3.28E+06,00367GCF_000970305.1_ASM97030v1.fna,1,0.390806208,46690,84040,104779,889212,893039,1399643,1378553,TRUE,4560447,1280435,0.198251447,0.356844112,0.444904441,0.280769626,396249,884186,0.309464362,17504,11759,45784
00368GCF_000970325.1_ASM97032v1.fna,2275,50,0.021978022,1225,21,979,0.550561798,0.009438202,0.44,0.457437493,54007,12372,24136,0.596663536,0.136684527,0.266651936,511985,437244,608203,517669,2.08E+06,00368GCF_000970325.1_ASM97032v1.fna,1,0.440232486,18009,53638,32425,531321,522876,674195,666245,TRUE,2394637,319536,0.173043662,0.515393189,0.311563149,0.133438179,104968,214568,0.328501327,5637,-369,8289
00369GCF_000978935.1_gtlEnvA5udCFS.fna,3489,173,0.049584408,1424,107,1785,0.429433052,0.032267793,0.538299156,0.444232588,69100,21360,47978,0.499140409,0.154292896,0.346566694,733091,634061,934308,776099,3.08E+06,00369GCF_000978935.1_gtlEnvA5udCFS.fna,146,0.416364503,31083,74790,80327,845488,848232,1180625,1193533,TRUE,4067878,990319,0.166933405,0.401664876,0.431401719,0.24344855,326568,663751,0.329760411,9723,5690,32349
00370GCF_000978945.1_gtlEnvA5udCFS.fna,3505,190,0.054208274,1421,109,1785,0.428657617,0.032880845,0.538461538,0.444229044,69184,21426,48073,0.498864316,0.154496225,0.346639458,734057,634881,935852,776814,3.08E+06,00370GCF_000978945.1_gtlEnvA5udCFS.fna,147,0.416377666,31441,74957,80547,846049,849836,1183497,1193567,TRUE,4072949,991345,0.168183155,0.400957501,0.430859344,0.243397352,326947,664398,0.329801431,10015,5773,32474
00371GCF_000978955.1_gtlEnvA5udCFS.fna,3575,272,0.076083916,1411,111,1781,0.427187405,0.033605813,0.539206782,0.443811487,69058,21418,48201,0.497977314,0.154445222,0.347577464,731768,632556,933760,776023,3.07E+06,00371GCF_000978955.1_gtlEnvA5udCFS.fna,236,0.416033751,31178,74651,81133,842541,847396,1183718,1188364,TRUE,4062019,987912,0.16676116,0.399284347,0.433954493,0.243207134,325613,662299,0.329597171,9760,5593,32932
